sku;stock;currency;price;title;manufacturer;msku;ean;egId;lwg1;availability;weight;width;depth;height;externalStock
101283;2;EUR;3.31;Manhattan USB-HUB Adapter USB 2.0 iLynk Micro&Mini;Manhattan;161657;766623161657;84718000;HUBs;B;0.096;0.140;0.210;0.050;0
101290;20;EUR;50.62;"Manhattan Monitor Arm LCD 2 Monitore tot 24""/7kg pro Display";Manhattan;420808;766623420808;73269098;Tischhalter;B;6.041;0.294;0.596;0.165;0
101291;2;EUR;7.53;Manhattan Mini-DisplayPort Adapter St/Bu HDMI wit;Manhattan;322461;766623322461;85366990;Displayport-Adapter;B;0.053;0.090;0.155;0.025;0
101292;0;EUR;99999.99;Manhattan Mini-DisplayPort Adapter St/Bu VGA  wit;Manhattan;322508;766623322508;85366990;Displayport-Adapter;K;0.053;0.090;0.160;0.025;0
101296;0;EUR;4.30;Manhattan Mini-DisplayPort Kabel St/St  S/FTP  1.0m wit;Manhattan;324724;766623324724;85444290;Displayport-Kabel;W;0.050;0.110;0.220;0.020;0
101297;1;EUR;4.30;Manhattan Mini-DisplayPort Kabel St/St  S/FTP  2.0m wit;Manhattan;324748;766623324748;85444290;Displayport-Kabel;B;0.045;0.116;0.185;0.033;0
101298;14;EUR;5.50;Manhattan Mini-DisplayPort Kabel St/St  S/FTP  3.0m wit;Manhattan;324830;766623324830;85444290;Displayport-Kabel;B;0.106;0.080;0.165;0.025;0
101304;39;EUR;3.30;Manhattan muis MO1 Optisch USB 1000dpi lila metaalic;Manhattan;177993;766623177993;84716070;Mäuse;B;0.110;0.139;0.206;0.061;0
101307;14;EUR;11.81;Manhattan Card Reader Reader/Writer USB 3.0 extern 62in1 zw;Manhattan;101653;766623101653;84717098;Reader;B;0.118;0.190;0.145;0.040;0
101309;2;EUR;0.45;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz wit;Intellinet;318082;766623318082;85444210;Cat5 Kabel;B;0.050;0.120;0.120;0.050;0
101310;298;EUR;0.56;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz blauw;Intellinet;318129;766623318129;85444210;Cat5 Kabel;B;0.020;0.120;0.130;0.015;0
101312;49;EUR;0.56;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz groen;Intellinet;318167;766623318167;85444210;Cat5 Kabel;B;0.072;0.120;0.120;0.050;0
101313;95;EUR;0.34;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz rot;Intellinet;318198;766623318198;85444210;Cat5 Kabel;B;0.026;0.225;0.145;0.015;0
101314;219;EUR;0.56;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz grijs;Intellinet;318228;766623318228;85444210;Cat5 Kabel;B;0.001;0.144;0.121;0.025;0
101315;19;EUR;0.56;Intellinet Patchkabel RJ45 U/UTP Cat5e 0.5m Hebelschutz geel;Intellinet;325165;766623325165;85444210;Cat5 Kabel;B;0.048;0.134;0.197;0.018;0
101319;0;EUR;11.20;"Manhattan NB tas Cologne       tot 17""      zwart/blauw";Manhattan;438926;766623438926;42021291;Notebooktaschen;K;0.098;0.340;0.440;0.055;0
101320;0;EUR;99999.99;Intellinet WL-Antenne Omnimeerwegklepe 2,4GHz 12 dBi IP65;Intellinet;502306;766623502306;85177000;Wireless Network;K;1.180;0.080;1.245;0.080;0
101324;33;EUR;7.70;Manhattan muis WL Performance Optisch USB zwart/zilver;Manhattan;177795;766623177795;84716070;Mäuse;B;0.118;0.137;0.206;0.063;0
101325;7;EUR;8.37;Manhattan PC gereedschap-Set 13-teilig                 zwart;Manhattan;400077;766623400077;82060000;Netzwerkzubehör;B;0.489;0.159;0.217;0.038;0
101330;8;EUR;19.90;Manhattan Splitter VGA,SVGA,MultiSync 1 Eingang ->2 uitgangen;Manhattan;207331;766623207331;85437090;Switche;B;0.200;0.145;0.250;0.060;0
101339;6;EUR;12.46;Manhattan PCI Card  3-Port seriell/parallel Combo;Manhattan;158251;766623158251;84718000;PCI Karten;B;0.358;0.155;0.155;0.030;0
101341;8;EUR;17.28;Manhattan PCI Express Card  1-Port x1 lane seriell;Manhattan;158152;766623158152;84718000;PCI Express Karten;B;0.150;0.150;0.155;0.030;0
101342;8;EUR;8.81;Manhattan PCI Card  1-Port seriell;Manhattan;158206;766623158206;84718000;PCI Karten;B;0.120;0.155;0.155;0.028;0
101345;0;EUR;9.62;Manhattan USB Kabel A -> A St/Bu  5.00m blauw Verl. aktiv;Manhattan;150712;766623150712;85444210;USB-Kabel;K;0.381;0.150;0.291;0.025;0
101346;8;EUR;4.10;Manhattan SVGA Y Kabel HD15 St/2xBu 0.15cm          zwart;Manhattan;304559;766623304559;85444290;Video/VGA Kabel;B;0.100;0.116;0.224;0.041;0
101352;6;EUR;77.64;Intellinet Tongenerator + netwerk LAN Tester         beige;Intellinet;515566;766623515566;90318080;Netzwerkzubehör;B;0.450;0.270;0.130;0.050;0
101353;0;EUR;7.61;Intellinet krimptang universele RJ45,RJ12,RJ11 modulearst.;Intellinet;211048;766623211048;82032000;Netzwerkzubehör;K;0.150;0.285;0.115;0.030;0
101354;3;EUR;17.81;"Manhattan wall mount universal 13""-27""/15kg neig&zwart.zw";Manhattan;423700;766623423700;73269098;Wandhalterung;B;0.047;0.121;0.165;0.025;0
101359;9;EUR;8.14;Manhattan USB-Printerkabel Parallel USB A -> Cen36 St. 1.80m;Manhattan;317016;766623317016;84718000;USB-Kabel;B;0.090;0.120;0.230;0.020;0
101360;12;EUR;26.47;Manhattan Converter USB-Serieel 4-Port;Manhattan;151047;766623151047;84718000;Konverter;B;0.220;0.141;0.205;0.035;0
101361;0;EUR;99999.99;Manhattan Converter USB-Serieel 8-Port;Manhattan;151054;766623151054;84718000;Konverter;K;0.660;0.151;0.212;0.053;0
101362;242;EUR;6.47;Manhattan Converter USB-Serieel 1-Port;Manhattan;205153;766623205153;84718000;Konverter;B;0.037;0.121;0.205;0.035;0
101372;0;EUR;24.70;Intellinet WL-USB Adpater Dual-Band 450Mbit/s USB2.0  wit;Intellinet;525275;766623525275;85176200;Wireless USB Stick;K;0.115;0.137;0.164;0.030;0
101418;0;EUR;99999.99;cartridge HP C4906AE Nr.940XL    comp. black m.Chip        H71;KMP Printtechnik AG;1715,4001;4011324171549;84439990;Patronen HP;K;0.117;0.140;0.750;0.035;0
101419;0;EUR;6.69;cartridge HP C4907AE Nr.940XL    comp. cyan m.Chip         H72;KMP Printtechnik AG;1716,4003;4011324171631;84439990;Patronen HP;W;0.074;0.075;0.140;0.025;0
101420;0;EUR;7.19;cartridge HP C4908AE Nr.940XL    comp. magenta m.Chip      H73;KMP Printtechnik AG;1716,4006;4011324171662;84439990;Patronen HP;W;0.074;0.075;0.140;0.025;0
101421;0;EUR;7.19;cartridge HP C4909AE Nr.940XL    comp. yellow m.Chip       H74;KMP Printtechnik AG;1716,4009;4011324171693;84439990;Patronen HP;W;0.075;0.850;0.140;0.025;0
101422;1;EUR;27.82;cartridge HP Nr. 940XLVALBP      comp. Multipack m.Chip   H71V;KMP Printtechnik AG;1715,4005;4011324171556;84439990;Patronen HP;B;0.314;0.119;0.154;0.066;0
101423;0;EUR;31.34;Toner Brother TN-325BK/TN325BK  comp. black            B-T38;KMP Printtechnik AG;1243,HC00;4011324124309;84439990;Toner Brother;W;0.891;0.185;0.357;0.137;0
101424;0;EUR;36.69;Toner Brother TN-325C/TN325C    comp. cyan             B-T39;KMP Printtechnik AG;1243,HC03;4011324124330;84439990;Toner Brother;W;0.730;0.121;0.356;0.180;0
101425;2;EUR;36.70;Toner Brother TN-325M/TN325M    comp. magenta          B-T40;KMP Printtechnik AG;1243,HC06;4011324124361;84439990;Toner Brother;B;0.864;0.142;0.355;0.183;0
101426;1;EUR;36.70;Toner Brother TN-325Y/TN325Y    comp. yellow           B-T41;KMP Printtechnik AG;1243,HC09;4011324124392;84439990;Toner Brother;B;0.848;0.144;0.356;0.183;0
101427;0;EUR;29.15;Toner HP CE310A                comp. black            H-T148;KMP Printtechnik AG;1226;4011324122602;84439990;Toner HP;W;0.545;0.182;0.355;0.142;0
101428;1;EUR;27.82;Toner HP CE311A                comp. cyan             H-T149;KMP Printtechnik AG;1226,0003;4011324122633;84439990;Toner HP;B;0.548;0.182;0.357;0.140;0
101430;3;EUR;29.15;Toner HP CE312A                comp. yellow           H-T151;KMP Printtechnik AG;1226,0009;4011324122695;84439990;Toner HP;B;0.546;0.182;0.356;0.140;0
101431;0;EUR;99999.99;Toner HP CE313A                comp. magenta          H-T150;KMP Printtechnik AG;1226,0006;4011324122664;84439990;Toner HP;W;0.546;0.182;0.357;0.140;0
101432;0;EUR;81.19;Toner Lexmark 64436XE          comp. black             L-T33;KMP Printtechnik AG;1174,5;4011324117417;84439990;Toner Lexmark;K;0.000;0.000;0.000;0.000;0
101433;0;EUR;95.55;Toner Lexmark T654X11          comp. black             L-T35;KMP Printtechnik AG;1382,HC00;4011324138214;84439990;Toner Lexmark;K;2.778;0.304;0.467;0.198;0
101434;1;EUR;33.54;Toner Kyocera TK330/TK-330     comp. black             K-T25;KMP Printtechnik AG;1309;4011324130904;84439990;Toner Kyocera;B;1.380;0.245;0.390;0.140;0
101435;0;EUR;46.99;Toner Kyocera TK550K/TK-550K   comp. black             K-T31;KMP Printtechnik AG;2888;4011324288803;84439990;Toner Kyocera;K;0.000;0.000;0.000;0.000;0
101436;0;EUR;63.85;Toner Kyocera TK550C/TK-550C   comp. cyan              K-T32;KMP Printtechnik AG;2888,0003;4011324288834;84439990;Toner Kyocera;K;0.000;0.000;0.000;0.000;0
101437;0;EUR;63.85;Toner Kyocera TK550M/TK-550M   comp. magenta           K-T33;KMP Printtechnik AG;2888,0006;4011324288865;84439990;Toner Kyocera;K;0.000;0.000;0.000;0.000;0
101438;0;EUR;63.85;Toner Kyocera TK550Y/TK-550Y   comp. yellow            K-T34;KMP Printtechnik AG;2888,0009;4011324288896;84439990;Toner Kyocera;K;0.000;0.000;0.000;0.000;0
101440;1;EUR;62.20;Toner Kyocera TK560K/TK-560K   comp. black             K-T40;KMP Printtechnik AG;2890;4011324289008;84439990;Toner Kyocera;B;0.708;0.182;0.357;0.119;0
101441;1;EUR;61.09;Toner Kyocera TK560C/TK-560C   comp. cyan              K-T41;KMP Printtechnik AG;2890,0003;4011324289039;84439990;Toner Kyocera;B;0.587;0.121;0.354;0.190;0
101442;2;EUR;62.98;Toner Kyocera TK560M/TK-560M   comp. magenta           K-T42;KMP Printtechnik AG;2890,0006;4011324289060;84439990;Toner Kyocera;B;0.572;0.110;0.350;0.180;0
101443;2;EUR;62.98;Toner Kyocera TK560Y/TK-560Y   comp. yellow            K-T43;KMP Printtechnik AG;2890,0009;4011324289091;84439990;Toner Kyocera;B;0.582;0.119;0.358;0.183;0
101444;2;EUR;67.82;Toner Kyocera TK570K/TK-570K   comp. black             K-T44;KMP Printtechnik AG;2891;4011324289107;84439990;Toner Kyocera;B;1.049;0.396;0.251;0.145;0
101445;1;EUR;73.50;Toner Kyocera TK570C/TK-570C   comp. cyan              K-T45;KMP Printtechnik AG;2891,0003;4011324289138;84439990;Toner Kyocera;B;0.838;0.149;0.393;0.251;0
101446;2;EUR;68.41;Toner Kyocera TK570M/TK-570M   comp. magenta           K-T46;KMP Printtechnik AG;2891,0006;4011324289169;84439990;Toner Kyocera;B;0.840;0.147;0.415;0.251;0
101447;1;EUR;74.13;Toner Kyocera TK570Y/TK-570Y   comp. yellow            K-T47;KMP Printtechnik AG;2891,0009;4011324289190;84439990;Toner Kyocera;B;0.844;0.152;0.393;0.251;0
101449;0;EUR;28.76;Toner Samsung MLT-D1042S       comp. black            SA-T42;KMP Printtechnik AG;3503;4011324350302;84439990;Toner Samsung;W;0.947;0.129;0.355;0.180;0
101450;0;EUR;30.07;Toner Samsung MLT-D1052S       comp. black            SA-T44;KMP Printtechnik AG;3504,HC00;4011324350418;84439990;Toner Samsung;W;1.064;0.185;0.357;0.137;0
101451;1;EUR;7.37;Kleurenlint Epson LQ690           comp. black;KMP Printtechnik AG;648,0101;4011324064810;84439990;Farbband;B;0.228;0.111;0.515;0.061;0
101454;22;EUR;52.99;Patchpanel Schaltnetzteil equip voor PoE Patchpanel 160W;Equip;328160;4015867170380;85044030;Netzwerkzubehör;B;0.929;0.215;0.170;0.055;0
101460;14;EUR;29.49;"Patchpanel equip 16x RJ45 PoE   19"" 1HE passiv";Equip;328116;4015867170366;85366990;Netzwerkzubehör;B;0.022;0.130;0.155;0.020;0
101461;0;EUR;99999.99;LogiLink IPCam Internet Indoor 1.3 Megapixel IR;Logilink;WC0021;4260113574904;84735080;IP Cam;K;0.000;0.000;0.000;0.000;0
101469;26;EUR;139.69;KVM Switch Equip 4x USB/PS2 Dual Monitor zwart met Audio;Equip;331544;4015867176245;85176200;KVM Switches;B;2.659;0.253;0.315;0.102;0
101478;300;EUR;3.49;EQUIP Patchkabel Cat6A S/FTP 2xRJ45  1.0m wit plat;Equip;607810;4015867170731;85444210;Cat6 Kabel;B;0.028;0.086;0.122;0.015;0
101481;300;EUR;4.29;EQUIP Patchkabel Cat6A S/FTP 2xRJ45  2.0m wit plat;Equip;607811;4015867170748;85444210;Cat6 Kabel;B;0.023;0.093;0.127;0.018;0
101483;169;EUR;5.19;EQUIP Patchkabel Cat6A S/FTP 2xRJ45  3.0m wit plat;Equip;607812;4015867170755;85444210;Cat6 Kabel;B;0.094;0.159;0.209;0.015;0
101484;0;EUR;99999.99;SEGULA KuliCam - kogelschreiber replacement minen 3er Pack;Segula;50551;4260150055510;85258091;Gadget;K;0.001;0.060;0.080;0.008;0
101629;1;EUR;4.10;Riva Digital Case 7004  black;Riva Case;6902201070049;6902201070049;2147483647;Digitale Kameras Zub;B;0.080;0.090;0.160;0.045;0
101637;0;EUR;99999.99;Riva Digital Case 7022 (PU) black (horizontal);Riva Case;6902201570228;6902201570228;2147483647;Digitale Kameras Zub;K;0.070;0.162;0.123;0.043;0
101642;0;EUR;99999.99;Riva Digital Case 7022  crimson roze;Riva Case;6902231070224;6902231070224;2147483647;Digitale Kameras Zub;K;0.080;0.090;0.160;0.045;0
101658;1;EUR;4.10;Riva Digital Case 7023  black;Riva Case;7023 (PU);6902201070230;2147483647;Digitale Kameras Zub;B;0.057;0.167;0.095;0.048;0
101672;2;EUR;4.10;Riva Digital Case 7023  green (flowers);Riva Case;6902238070234;6902238070234;2147483647;Digitale Kameras Zub;B;0.080;0.098;0.165;0.048;0
101674;0;EUR;99999.99;Riva Digital Case 7023  green;Riva Case;6902207070234;6902207070234;2147483647;Digitale Kameras Zub;K;0.080;0.090;0.160;0.045;0
101706;3;EUR;4.10;Riva Digital Case 7062  black;Riva Case;6902201070629;6902201070629;2147483647;Digitale Kameras Zub;B;0.080;0.090;0.160;0.045;0
101719;0;EUR;4.10;Riva Digital Case 7103  dark blue;Riva Case;6902204071036;6902204071036;2147483647;Digitale Kameras Zub;K;0.080;0.090;0.160;0.045;0
101729;2;EUR;4.10;Riva Digital Case 7103  shallow blue (newspaper);Riva Case;6902260071032;6902260071032;2147483647;Digitale Kameras Zub;B;0.078;0.177;0.126;0.048;0
101750;8;EUR;9.87;Riva Digital Case 7205A-01 (PS) black;Riva Case;6902101172058;6902101172058;2147483647;Digitale Kameras Zub;B;0.340;0.115;0.205;0.130;0
101768;8;EUR;11.23;"Riva NB tas 8033 15,6"" black";Riva Case;8033 BLACK;6903834080337;2147483647;Notebooktaschen;B;0.428;0.302;0.403;0.074;0
101805;0;EUR;20.18;"Riva NB tas 8270 12,1"" charcoal black";Riva Case;6906755082701;6906755082701;2147483647;Notebooktaschen;K;0.596;0.291;0.354;0.081;0
101807;7;EUR;33.53;"Riva NB tasn-rugzak Combi 8290 16,0"" charcoal black";Riva Case;8290 CHAROCAL BLACK;6903855082907;2147483647;Notebooktaschen;B;1.185;0.315;0.430;0.080;0
101840;3;EUR;7.36;labelprinterkassette Brother  6mm wit/zwart TZE211;Brother;TZE211;4977766685054;84439990;Verbrauchsmaterial;B;0.034;0.070;0.120;0.020;0
101841;0;EUR;108.85;"Newstar TIS 10""-30"" 1TFT 2gewrichten zilver 10KG FPMA-D1020";Newstar;FPMA-D1020;8717371441760;84733080;Tischhalter;K;4.300;0.203;0.437;0.158;0
101856;0;EUR;99999.99;Server BAB Super Micro  SYS-5015A-EHF-D525;Super Micro;SYS-5015A-EHF-D525;672042078967;84715000;Server Zubehör;K;5.157;0.634;0.669;0.174;0
101857;1;EUR;103.25;NewStar BDH Beamer Höhe 15cm zilver Max.15KG BEAMER-C300;Newstar;BEAMER-C300;8717371442019;84733080;Beamer Deckenhalterung;B;3.040;0.222;0.282;0.140;0
101868;0;EUR;4.36;koeler ARCTIC Breeze Mobile USB;Arctic;ABACO-BZG00-01000;872767003439;84145925;Lüfter;W;0.095;0.126;0.245;0.030;0
101874;4;EUR;20.94;Riser Card Delock PCIe x1 -> Mini PCIe 9cm flexibles Kabel;Delock;41305;4043619413058;84718000;PCI Express Karten;B;0.029;0.091;0.159;0.023;0
101876;0;EUR;7.40;WL-Antenne Delock RP-SMA 6dBi Kippgelenk voet magnet.;Delock;88410;4043619884100;85291069;Wireless Network;W;0.161;0.114;0.317;0.058;0
101877;7;EUR;6.10;WL-Antenne Delock RP-SMA 4dBi Kippgelenk voet magnet.;Delock;88413;4043619884131;85291069;Wireless Network;B;0.014;0.110;0.230;0.050;0
101888;7;EUR;2.05;WL-Antenne Delock I-PEX Industrie -5dBi intern 803;Delock;86137;4043619861378;85177000;Wireless Network;B;0.003;0.100;0.170;0.001;0
101889;11;EUR;2.60;WL-Antenne Delock I-PEX Industrie -5dBi intern 701;Delock;86151;4043619861514;85177000;Wireless Network;B;0.005;0.170;0.099;0.010;0
101893;7;EUR;2.50;HF Kabel Delock I-PEX -> RP-SMA St/Bu 0.35m;Delock;88379;4043619883790;85444290;Wireless Network;B;0.008;0.101;0.152;0.020;0
101901;0;EUR;16.30;PCI Expr Card Delock 1x D-Sub25 ext +LowProfile;Delock;89219;4043619892198;84718000;PCI Express Karten;W;0.105;0.147;0.197;0.028;0
101902;20;EUR;2.51;HF Kabel Delock I-PEX -> SMA St/Bu 0.20m;Delock;88419;4043619884193;84718000;Wireless Network;B;0.072;0.140;0.205;0.015;0
101907;0;EUR;99999.99;Netwerkkaart Intel Server Ethernet Adapter Low Profile X540-T2 2x10Gb;Intel;X540T2BLK;5032037051309;84733020;Netzwerkkarten;K;0.188;0.121;0.190;0.025;0
10199;0;EUR;11.20;thermotransfer rol PC71RF 1er Pack;Brother;PC71RF;4977766058094;84439990;Verbrauchsmaterial;K;0.209;0.048;0.225;0.048;0
101995;0;EUR;99999.99;papierinvoer 500 Pag. HP CP5225 CE860A;Hewlett & Packard INC.;CE860A;884420984481;84439990;Druckerzubehör;K;14.100;0.703;0.689;0.275;0
10200;3;EUR;19.07;thermotransfer rol PC72RF 2er Pack;Brother;PC72RF;4977766058100;84439990;Verbrauchsmaterial;B;0.410;0.063;0.230;0.063;0
10201;0;EUR;33.37;thermotransfer rol PC74RF 4de Pack;Brother;PC74RF;4977766058117;84439990;Verbrauchsmaterial;K;0.791;0.119;0.235;0.061;0
10202;0;EUR;99999.99;Mehrlade kassette PC70 inkl. Thermorolle;Brother;PC70;4977766058087;84439990;Verbrauchsmaterial;K;0.415;0.146;0.328;0.063;0
10205;0;EUR;99999.99;Toner Brother TN-200  HL-700;Brother;TN200;4977766562584;84439990;Toner Brother;K;0.258;0.070;0.283;0.058;0
10207;2;EUR;60.35;Toner Brother TN-6300 HL-1250;Brother;TN6300;4977766527279;84439990;Toner Brother;B;0.968;0.150;0.360;0.124;0
10208;2;EUR;84.46;Toner Brother TN-6600 HL-1250;Brother;TN6600;4977766527286;84439990;Toner Brother;B;1.020;0.150;0.360;0.125;0
10209;1;EUR;84.46;Toner Brother TN-7600 HL-1650;Brother;TN7600;4977766528580;84439990;Toner Brother;B;1.032;0.152;0.383;0.132;0
10210;1;EUR;31.17;Toner Brother TN-8000 MFC-9070/9030;Brother;TN8000;4977766601115;84439990;Toner Brother;B;0.243;0.068;0.280;0.058;0
10211;0;EUR;99999.99;Brother drum DR-200  HL-700;Brother;DR200;4977766562560;84439990;Verbrauchsmaterial;K;1.307;0.200;0.349;0.150;0
10212;1;EUR;140.02;Brother drum DR-6000 HL-10/12/14de/MFC-96/97/98er.;Brother;DR6000;4977766527262;84439990;Verbrauchsmaterial;B;0.835;0.200;0.357;0.104;0
102128;0;EUR;1.68;Intellinet koppeling RJ45 Cat5e 8P8C Bu/Bu UTP       zwart;Intellinet;504775;766623504775;85366990;Netzwerkzubehör;W;0.008;0.090;0.060;0.015;0
102134;194;EUR;3.02;Intellinet verdeler RJ45 2-Port FTP                 zilver;Intellinet;504195;766623504195;85366990;Netzwerkzubehör;B;0.030;0.114;0.241;0.028;0
10214;0;EUR;99999.99;Brother drum DR-7000 HL-16/18/50er/DCP-80er/MFC-84;Brother;DR7000;4977766528573;84439990;Verbrauchsmaterial;K;0.853;0.200;0.350;0.115;0
10215;0;EUR;99999.99;Brother drum DR-8000 FAX-8070P/MFC-90/91er;Brother;DR8000;4977766601108;84439990;Verbrauchsmaterial;K;1.332;0.200;0.352;0.150;0
102168;0;EUR;99999.99;AUERSWALD TFS-Dialog 301, 1 Taster;Auerswald;90161;4019377901618;85176920;Türsprechanlagen;K;0.922;0.170;0.271;0.089;0
102169;0;EUR;99999.99;AUERSWALD TFS-Dialog 302, 2 Taster;Auerswald;90162;4019377901625;85176920;Türsprechanlagen;K;0.947;0.270;0.165;0.075;0
102170;3;EUR;183.31;AUERSWALD TFS-Dialog 303, 3 Taster;Auerswald;90163;4019377901632;85176920;Türsprechanlagen;B;0.960;0.165;0.270;0.080;0
102171;0;EUR;99999.99;AUERSWALD TFS-Dialog 304, 4 Taster;Auerswald;90164;4019377901649;85176920;Türsprechanlagen;K;0.953;0.274;0.165;0.084;0
102173;1;EUR;292.72;AUERSWALD COMmander 8/16 VoIP-module   voor COMmander 6000;Auerswald;90401;4019377904015;85176930;TK-Anlagen Module;B;0.329;0.170;0.356;0.056;0
102177;0;EUR;99999.99;AUERSWALD COMfortel DECT Repeater.2Tools;Auerswald;90429;4019377904299;85171100;Telefonzubehör;K;0.214;0.159;0.212;0.043;0
102184;3;EUR;233.83;AUERSWALD WG-640 Alarm- und Registrierungsgerät;Auerswald;90430;4019377904305;85311095;Telefonzubehör;B;1.100;0.256;0.250;0.137;0
102200;0;EUR;110.88;AUERSWALD COMmander 2TSM analog-module voor COMmander 6000;Auerswald;90491;4019377904916;85176930;TK-Anlagen Module;W;0.240;0.140;0.300;0.035;0
102207;0;EUR;556.14;AUERSWALD COMmander VMF-module         voor COMmander 6000;Auerswald;90554;4019377905548;85176930;TK-Anlagen Module;W;0.237;0.147;0.304;0.035;0
102215;2;EUR;23.76;AUERSWALD COMpact 2a/b-module  voor COMpact 3000;Auerswald;90579;4019377905791;85176930;TK-Anlagen Module;B;0.079;0.160;0.113;0.040;0
102216;0;EUR;38.08;AUERSWALD COMpact ISDN-module  voor COMpact 3000;Auerswald;90581;4019377905814;85176930;TK-Anlagen Module;W;0.106;0.114;0.157;0.043;0
102217;0;EUR;99999.99;AUERSWALD TFS-Dialog 101, 1 Taster;Auerswald;90617;4019377906170;85176920;Türsprechanlagen;K;0.463;0.165;0.190;0.051;0
102218;0;EUR;99999.99;AUERSWALD TFS-Dialog 103, 3 Taster;Auerswald;90619;4019377906194;85176920;Türsprechanlagen;K;0.428;0.159;0.118;0.033;0
102219;0;EUR;99999.99;AUERSWALD TFS-Dialog 104, 4 Taster;Auerswald;90620;4019377906200;85176920;Türsprechanlagen;K;0.439;0.159;0.117;0.033;0
102220;3;EUR;31.14;AUERSWALD afdakje voor TFS-Dialog 100/200;Auerswald;90621;4019377906217;85176930;Türsprechanlagen;B;0.338;0.154;0.216;0.081;0
102221;0;EUR;99999.99;AUERSWALD COMpact POTS-module  voor COMpact 5010/5020 VoIP;Auerswald;90629;4019377906293;85176930;TK-Anlagen Module;K;0.087;0.114;0.157;0.040;0
102222;2;EUR;93.01;AUERSWALD COMpact 2POTS-module voor COMpact 5010/5020 VoIP;Auerswald;90630;4019377906309;85176930;TK-Anlagen Module;B;0.144;0.116;0.157;0.043;0
102225;0;EUR;156.61;AUERSWALD TFS-Dialog 201, 1 Taster;Auerswald;90634;4019377906347;85176920;Türsprechanlagen;W;0.485;0.170;0.212;0.058;0
102226;0;EUR;163.31;AUERSWALD TFS-Dialog 202, 2 Taster;Auerswald;90635;4019377906354;85176920;Türsprechanlagen;W;0.434;0.157;0.120;0.030;0
102227;1;EUR;170.01;AUERSWALD TFS-Dialog 203, 3 Taster;Auerswald;90636;4019377906361;85176920;Türsprechanlagen;B;0.445;0.167;0.120;0.030;0
102228;2;EUR;176.71;AUERSWALD TFS-Dialog 204, 4 Taster;Auerswald;90637;4019377906378;85176920;Türsprechanlagen;B;0.452;0.160;0.120;0.030;0
102229;1;EUR;26.46;AUERSWALD a/b Schaltmodul;Auerswald;90638;4019377906385;85176930;Telefonzubehör;B;0.045;0.114;0.155;0.041;0
102233;0;EUR;99999.99;AUERSWALD afdakje groß TFS-Dialog 100/200;Auerswald;90644;4019377906446;85176930;Türsprechanlagen;K;0.429;0.175;0.273;0.081;0
102236;0;EUR;123.93;AUERSWALD TFS-universele plus;Auerswald;90667;4019377906675;85176920;Türsprechanlagen;W;0.212;0.170;0.192;0.061;0
102238;1;EUR;627.26;"AUERSWALD telefoonanlage COMmander 6000R  (19""Behuizing)";Auerswald;90671;4019377906712;85176200;Telefon Anlagen;B;7.280;0.347;0.520;0.380;0
102239;4;EUR;305.59;"AUERSWALD COMmander 6000R Xtension (19""uitbreiding )";Auerswald;90673;4019377906736;85176930;Telefonzubehör;B;1.387;0.241;0.318;0.091;0
102243;0;EUR;99999.99;AUERSWALD COMmander S2M-R-module       voor COMmander 6000R/RX;Auerswald;90674;4019377906743;85176930;TK-Anlagen Module;K;0.380;0.170;0.357;0.058;0
102244;0;EUR;317.22;AUERSWALD COMmander 8/16 VoIP-R-module voor COMmander 6000R/RX;Auerswald;90675;4019377906750;85176930;TK-Anlagen Module;W;0.354;0.170;0.358;0.058;0
102246;0;EUR;582.68;AUERSWALD COMmander VMF-R-module       voor COMmander 6000R/RX;Auerswald;90680;4019377906804;85176930;TK-Anlagen Module;W;0.145;0.165;0.360;0.050;0
102284;300;EUR;41.39;cyberJack secoder;Reiner SCT;2714100-000;4011170080668;84719000;Kartenlesegeräte;B;0.323;0.164;0.234;0.051;0
102285;114;EUR;24.55;cyberJack RFID basis (auch voor den neuen Personalauzweis);Reiner SCT;2718500-100;4011170081061;84719000;Kartenlesegeräte;B;0.101;0.126;0.167;0.018;0
102286;300;EUR;50.95;cyberJack RFID standard (auch voor den neuen Personalauzweis);Reiner SCT;2718600-000;4011170081092;84719000;Kartenlesegeräte;B;0.274;0.137;0.169;0.043;0
102288;300;EUR;99.31;cyberJack RFID komfort (auch voor den neuen Personalauzweis);Reiner SCT;2718700-000;4011170081085;84719000;Kartenlesegeräte;B;0.401;0.164;0.236;0.051;0
102302;7;EUR;18.09;Linksys E900 N300 Wireless WLAN-Router Wireless-N;Linksys;E900-EU;4260184661084;85176200;Wireless Router;B;0.620;0.190;0.240;0.075;0
102305;0;EUR;99999.99;Linksys EA4500 N900 Dual-Band Smart WIFI Wireless Router;Linksys;EA4500-EW;4260184661114;85176200;Wireless Router;K;0.860;0.242;0.284;0.067;0
102310;23;EUR;49.05;geluidskaart ASUS Xonar DSX PCI-Express;ASUS;90-YAA0P1-0UAN0BZ;4716659088271;84733020;Soundkarten;B;0.440;0.170;0.250;0.075;0
